attributes,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_name,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_abbreviation,AL,AK,AS,AZ,AR,CA,CO,CT,DE,,,DC,,FL,GA,,GU,HI,ID,IL,,IN,IA,KS,KY,,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,MP,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,,VI,VA,WA,WV,WI,WY,US
date,"(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)","(2020, 4, 23)"
confirmed,5899.0,337.0,0.0,5772.0,2599.0,39572.0,11278.0,23100.0,3308.0,,49.0,3361.0,,29648.0,21883.0,103.0,139.0,596.0,1836.0,36937.0,,13039.0,3924.0,2721.0,3479.0,,25739.0,937.0,15737.0,46023.0,35296.0,2942.0,5153.0,6593.0,442.0,2202.0,4208.0,1670.0,100025.0,2379.0,263460.0,7820.0,709.0,14.0,14694.0,3017.0,2127.0,38274.0,1416.0,6256.0,4917.0,1956.0,8266.0,22797.0,3612.0,825.0,,54.0,10998.0,12753.0,981.0,5052.0,453.0,869377.0
deaths,202.0,9.0,0.0,249.0,45.0,1503.0,552.0,1639.0,133.0,,0.0,139.0,,987.0,881.0,3.0,5.0,12.0,54.0,1688.0,,879.0,96.0,113.0,191.0,,1599.0,44.0,748.0,2360.0,2977.0,200.0,201.0,253.0,14.0,47.0,195.0,51.0,5426.0,78.0,20899.0,281.0,15.0,2.0,782.0,179.0,83.0,1771.0,69.0,247.0,150.0,9.0,171.0,645.0,35.0,43.0,,3.0,373.0,747.0,31.0,258.0,7.0,50373.0
incident_rate,120.309553892011,46.06688583750829,0.0,79.29968976675423,86.12222662571857,100.15128736239416,195.84158745947028,647.9141791390147,339.71270246178744,,,476.2316347596667,,138.04061386914273,206.10462632976007,,84.63791413209604,42.09420060570447,102.73828875838316,291.48928161153793,,193.68056802667888,124.37125008319944,93.39878914528266,77.87051559055463,,553.6704788381675,69.70626657104683,260.3015707083405,667.7254982696417,353.4245058280097,52.16652434059528,173.1432129238153,107.42284878942776,41.35564167675607,113.83327612375466,136.61645708853706,122.82021694315924,1126.1299296682462,113.45703440766988,1354.3021763470451,74.56080633984243,93.0370494789138,25.388074858552155,125.70685510432796,76.24518855457875,50.42988692751587,298.96916799412963,44.33737233435639,590.5446774045863,95.49957523373796,221.10214218133763,121.03952835291648,78.62151179334748,112.66523142224572,132.2138691547447,,50.341201476675245,128.84980983581667,167.4744477696535,54.738813278151845,86.76783626916166,78.27092105695117,11398.955400802419
total_test_results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
people_hospitalized,768.0,42.0,,699.0,291.0,4929.0,2123.0,1947.0,290.0,,,402.0,,4693.0,4069.0,,2.0,63.0,162.0,4877.0,,,282.0,442.0,1105.0,,1727.0,150.0,3477.0,4493.0,3611.0,712.0,946.0,884.0,59.0,,,213.0,7240.0,331.0,57103.0,486.0,65.0,,2960.0,622.0,512.0,2750.0,,576.0,837.0,119.0,793.0,1649.0,301.0,44.0,,,1753.0,544.0,108.0,1318.0,52.0,123621.0
case_fatality_ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
