attributes,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_name,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_abbreviation,AL,AK,AS,AZ,AR,CA,CO,CT,DE,,,DC,,FL,GA,,GU,HI,ID,IL,,IN,IA,KS,KY,,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,MP,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,,VI,VA,WA,WV,WI,WY,US
date,"(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)","(2020, 11, 4)"
confirmed,198927.0,17868.0,0.0,250633.0,115812.0,959895.0,117637.0,75373.0,25534.0,,49.0,17601.0,,821123.0,397137.0,103.0,4903.0,15473.0,68314.0,443803.0,,191764.0,137214.0,93762.0,113009.0,,185144.0,7071.0,148766.0,163299.0,212160.0,160923.0,122275.0,204353.0,35955.0,75888.0,104093.0,11538.0,259709.0,50251.0,519890.0,282802.0,48301.0,96.0,230209.0,127772.0,47049.0,223213.0,69020.0,35122.0,180870.0,49791.0,269802.0,1003342.0,121485.0,2267.0,,1388.0,185836.0,115251.0,25988.0,257287.0,15044.0,9619184.0
deaths,3006.0,86.0,0.0,6059.0,2026.0,17823.0,2333.0,4645.0,745.0,,0.0,647.0,,16922.0,8522.0,3.0,83.0,219.0,664.0,10216.0,,4682.0,1801.0,1089.0,1514.0,,5975.0,150.0,4172.0,10062.0,7782.0,2584.0,3397.0,3119.0,404.0,669.0,1814.0,484.0,16391.0,1059.0,33623.0,4507.0,567.0,2.0,5532.0,1392.0,705.0,8878.0,850.0,1231.0,3985.0,460.0,3478.0,19127.0,625.0,58.0,,23.0,3677.0,2380.0,474.0,2156.0,105.0,234982.0
incident_rate,4057.097580450258,2442.5018283222494,0.0,3443.3678352929505,3837.624974981808,2429.36217483891,2042.7572995185053,2114.079455595019,2622.1959324846675,,,2493.946147993125,,3823.135556599841,3740.4274087977847,,2985.465417191848,1092.8247751209149,3822.692515381365,3502.2827421567904,,2848.4516026587967,4349.000180661602,3218.3966438221214,2529.482350207815,,3982.6243107352143,526.0330959699809,2460.6992100144234,2369.226389890581,2124.3920885219445,2853.4308621555447,4108.49725601776,3329.6195083673488,3364.122390243811,3923.060698673703,3379.4716890962663,848.5626725090847,2923.929796592957,2396.523512408499,2672.46701002454,2696.412423851678,6338.198204345578,174.08965617292907,1969.4330615701808,3229.035542590532,1115.5034085814266,1743.5806264167231,2161.1337842636144,3315.3948465159656,3512.9160407822224,5628.270327889051,3950.726691104957,3460.2914807106567,3789.35095219588,363.3076865137046,,1293.9553268449115,2177.207970599093,1513.494674186492,1450.1042604206016,4418.890793781432,2599.354826447623,155558.40549908322
total_test_results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
people_hospitalized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
case_fatality_ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
