attributes,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_name,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_abbreviation,AL,AK,AS,AZ,AR,CA,CO,CT,DE,,,DC,,FL,GA,,GU,HI,ID,IL,,IN,IA,KS,KY,,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,MP,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,,VI,VA,WA,WV,WI,WY,US
date,"(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)","(2020, 6, 6)"
confirmed,20355.0,548.0,0.0,25451.0,9101.0,129841.0,27848.0,43818.0,9845.0,,49.0,9269.0,,62758.0,51359.0,103.0,179.0,673.0,3139.0,126890.0,,36997.0,21478.0,10361.0,11287.0,,42486.0,2524.0,57482.0,103132.0,64229.0,27501.0,17039.0,14948.0,540.0,15572.0,9491.0,5019.0,164314.0,8800.0,377316.0,34718.0,2816.0,26.0,38111.0,7059.0,4570.0,78885.0,4915.0,15441.0,13453.0,5367.0,26177.0,74652.0,11798.0,1046.0,,71.0,49397.0,23767.0,2136.0,20571.0,939.0,1927657.0
deaths,689.0,10.0,0.0,1043.0,154.0,4536.0,1527.0,4055.0,521.0,,0.0,483.0,,2688.0,2178.0,3.0,5.0,17.0,83.0,5864.0,,2233.0,599.0,233.0,470.0,,2925.0,98.0,2740.0,7289.0,5894.0,1181.0,811.0,823.0,18.0,187.0,437.0,283.0,12106.0,392.0,30127.0,1028.0,72.0,17.0,2276.0,347.0,161.0,5940.0,142.0,882.0,539.0,65.0,417.0,1907.0,121.0,55.0,,6.0,1461.0,1159.0,84.0,645.0,17.0,110043.0
incident_rate,415.1383233551253,74.90995085743188,0.0,349.6632717002186,301.5769082418872,328.60970641920096,483.578340802565,1229.0174675979802,1011.0252586869098,,,1313.356448255683,,292.20024437397666,483.7237811849448,,108.9941484147136,47.53254531483072,175.6511374796104,1001.3556851852626,,549.5513440664957,680.745593600142,355.64309236834754,252.63711108668875,,913.9144474889616,187.76800088081345,950.794616982705,1496.2924209100815,643.135272688895,487.6382005066997,572.5183786161244,243.554792007336,50.52499209377439,805.0008064482777,308.1337438753102,369.12255619024927,1849.926650972339,419.6813378677994,1939.5729141826528,331.02328318499355,369.5237395382528,47.14928188016829,326.0387882728354,178.39402917029213,108.35194323401387,616.1933118361529,153.8970233215831,1457.5767844955592,261.2885470041645,606.6744361386703,383.3113638633311,257.4572574635687,368.00232566989337,167.6311601646824,,66.18935749711004,578.7228638352278,312.112067759849,119.18665154141932,353.3058511268655,162.24369729023653,27916.7632549929
total_test_results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
people_hospitalized,1993.0,48.0,,3320.0,838.0,,4472.0,9669.0,,,,,,11163.0,8662.0,,,83.0,257.0,,,6091.0,,917.0,2361.0,,,296.0,9451.0,10369.0,,3336.0,2475.0,,68.0,919.0,,487.0,18023.0,1489.0,89995.0,,182.0,,6460.0,1026.0,819.0,,,1775.0,1814.0,474.0,1923.0,,890.0,,,,7553.0,3639.0,,2832.0,90.0,216259.0
case_fatality_ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
