attributes,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_name,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_abbreviation,AL,AK,AS,AZ,AR,CA,CO,CT,DE,,,DC,,FL,GA,,GU,HI,ID,IL,,IN,IA,KS,KY,,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,MP,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,,VI,VA,WA,WV,WI,WY,US
date,"(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)","(2021, 12, 15)"
confirmed,854876.0,154232.0,10.0,1323997.0,540510.0,5182686.0,861940.0,452038.0,162331.0,,49.0,69867.0,,3754042.0,1686332.0,103.0,19348.0,89875.0,313041.0,1921433.0,,1170950.0,552898.0,494223.0,820715.0,,778542.0,132884.0,592679.0,991709.0,1599679.0,971667.0,520834.0,954483.0,194397.0,324720.0,467205.0,180238.0,1316108.0,334324.0,2881565.0,1580909.0,168253.0,2117.0,1807539.0,684579.0,403329.0,1857879.0,190269.0,206357.0,933754.0,172744.0,1343894.0,4406618.0,615576.0,56661.0,,7624.0,1006245.0,796369.0,310245.0,1043693.0,113359.0,50374543.0
deaths,16304.0,889.0,0.0,23324.0,8901.0,75517.0,9780.0,9002.0,2230.0,,0.0,1203.0,,62074.0,30901.0,3.0,269.0,1063.0,4057.0,29446.0,,18272.0,7680.0,6899.0,11693.0,,14912.0,1378.0,11255.0,19753.0,27459.0,10142.0,10347.0,15832.0,2869.0,3276.0,8243.0,1817.0,28643.0,5516.0,58368.0,19070.0,2011.0,6.0,27594.0,12157.0,5508.0,34990.0,3277.0,2980.0,14431.0,2419.0,17890.0,74796.0,3688.0,440.0,,88.0,15025.0,9635.0,5142.0,10544.0,1502.0,802510.0
incident_rate,17435.116154091676,21083.0502566486,17.97235851260761,18189.97771173134,17910.70593053757,13116.66518990845,14967.52065036494,12678.867086997485,16670.466355297587,,,9899.695217421491,,17478.75951735511,15882.686410817389,,11781.110522502117,6347.678321204176,17517.046106325175,15163.037735460435,,17393.225027290406,17524.111984837098,16964.288779033086,18370.077666830137,,16747.182172408586,9885.643038449292,9803.347183443384,14388.22732467436,16017.842250069269,17229.26247670061,17500.26628371093,15551.840282281111,18188.716459358257,16786.53107307248,15168.22524573431,13255.61093497074,14817.381749320832,15944.266318331154,14812.532265943497,15073.382326075956,22078.649768653995,3839.0396053967793,15463.457409039189,17300.58168230194,9562.687289416102,14512.424592772264,5957.646537207384,19479.384270329,18135.674267399587,19526.619861438136,19678.719564035124,15197.393036617856,19201.000137868312,9080.448533547868,,7107.431852929112,11788.914066033944,10458.045832029418,17311.358945443648,17925.372790829402,19586.56366466872,830753.7300756694
total_test_results,6390383.0,3606719.0,2140.0,15077386.0,4313100.0,115566892.0,13575468.0,11330031.0,2531783.0,,,2491450.0,,44820743.0,13427323.0,,269848.0,2854144.0,1069588.0,41489148.0,,16008198.0,1804739.0,1957330.0,7988296.0,,10490624.0,3264264.0,15198334.0,34780586.0,19398259.0,13455636.0,2725782.0,8106993.0,2257965.0,4316349.0,4928922.0,2994356.0,16451649.0,5491450.0,83652449.0,18241121.0,1996114.0,17542.0,18633942.0,4754354.0,8339906.0,20593055.0,3187154.0,6234464.0,10334731.0,1098187.0,10919766.0,37790412.0,4904018.0,2702890.0,,234938.0,10775815.0,9958651.0,4750139.0,12777944.0,1172832.0,723506302.0
people_hospitalized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
case_fatality_ratio,1.9071771812520173,0.5764043778204264,0.0,1.7616354115606,1.6467780429594272,1.457101587863899,1.1346497436016427,1.9914254996261376,1.3737363781409588,,0.0,1.7218429301386922,,1.6535243878464865,1.8324386894158449,2.912621359223301,1.3903245813520777,1.1827538247566065,1.295996371082382,1.5325020440473334,,1.5604423758486698,1.3890446339107756,1.3959285585656678,1.4247333118073875,,1.9153751499597969,1.036994672044791,1.8990043514280075,1.991814130959788,1.7165318792082662,1.0437732268359428,1.9866214571245349,1.6586990024966397,1.4758458206659568,1.0088691796008868,1.764321871555313,1.008111497020606,2.1763411513340847,1.6498965075794738,2.025565968492816,1.206268039463372,1.195223859307115,0.2834199338686821,1.5266060649313793,1.7758359517309183,1.3656345068170157,1.8833303998807245,1.72229843011736,1.4440993036339935,1.5454820006125811,1.400338072523503,1.3312061814399052,1.6973561130100228,0.5991136756468738,0.7765482430596001,,1.154249737670514,1.4931751213670628,1.209866280580987,1.6573997969346808,1.0102587638318932,1.324994045466174,83.10153167902158
