attributes,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_name,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Department_of_Defense,Diamond_Princess,District_of_Columbia,Federal_Bureau_of_Prisons,Florida,Georgia,Grand_Princess,Guam,Hawaii,Idaho,Illinois,Indian_Health_Services,Indiana,Iowa,Kansas,Kentucky,Long_Term_Care_(LTC)_Program,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Veterans_Health_Administration,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,the_US
state_abbreviation,AL,AK,AS,AZ,AR,CA,CO,CT,DE,,,DC,,FL,GA,,GU,HI,ID,IL,,IN,IA,KS,KY,,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,MP,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,,VI,VA,WA,WV,WI,WY,US
date,"(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)","(2020, 5, 14)"
confirmed,11161.0,384.0,0.0,12674.0,4366.0,75407.0,20838.0,35464.0,7223.0,,49.0,6736.0,,43210.0,35977.0,103.0,152.0,637.0,2351.0,87937.0,,26053.0,13675.0,7705.0,7225.0,,33489.0,1565.0,35903.0,82182.0,49582.0,13435.0,10483.0,10627.0,462.0,9260.0,6504.0,3382.0,142834.0,5503.0,343051.0,16968.0,1712.0,19.0,26357.0,4963.0,3479.0,62934.0,2427.0,12016.0,8189.0,3792.0,16699.0,44701.0,6749.0,932.0,,69.0,27813.0,17773.0,1427.0,11275.0,701.0,1418584.0
deaths,473.0,10.0,0.0,624.0,98.0,3044.0,1086.0,3219.0,367.0,,0.0,358.0,,1875.0,1545.0,3.0,5.0,17.0,72.0,3928.0,,1682.0,318.0,189.0,328.0,,2417.0,69.0,1866.0,5482.0,4787.0,672.0,480.0,571.0,16.0,103.0,333.0,151.0,9946.0,242.0,27515.0,641.0,40.0,2.0,1608.0,284.0,137.0,4311.0,117.0,615.0,371.0,43.0,287.0,1309.0,75.0,53.0,,6.0,956.0,1004.0,60.0,434.0,7.0,86251.0
incident_rate,227.62755229508983,52.49164439644861,0.0,174.12409357308437,144.67473699418517,190.844741891642,361.85023935808135,994.7025302591348,741.7608373281411,,,954.4469776081864,,201.18506898561984,338.8487017989205,,92.55369027394674,44.98994259368079,131.55649067045687,693.9570879355067,,386.9897874682924,433.4293692374496,264.47543931069566,161.7172966777112,,720.3803825250162,116.42508770937916,593.8620634899631,1192.3389804835776,496.4725138249201,238.2247636015967,352.23370872896487,173.15070742988758,43.2269376802292,478.6994263878148,211.15813614635104,248.7293255699189,1608.0944001423072,262.44390935073864,1763.4354964625757,161.78360127550465,224.6536371056424,34.45524445089221,225.4835701636568,125.42421968723046,82.48499135911035,491.5954856702345,75.99350470019984,1134.268677060983,159.04942476898114,428.63973576259326,244.52444761255168,154.16327581148508,210.5142986901263,149.36160733602676,,64.32486855352948,325.8501328390224,233.3978954136322,79.62516467678154,193.64753640831307,121.12122662455356,20011.46461416057
total_test_results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
people_hospitalized,1350.0,,,1636.0,509.0,,3735.0,10946.0,,,,,,7993.0,6345.0,,,81.0,212.0,,,4389.0,,704.0,1835.0,,,207.0,6553.0,8032.0,,1915.0,1667.0,,63.0,,,326.0,,886.0,74433.0,,129.0,,4718.0,858.0,685.0,,,1351.0,1338.0,290.0,1435.0,,558.0,,,,5211.0,,,1939.0,67.0,152396.0
case_fatality_ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
